EmployeeNumber,Attrition_Probability
1724,0.7718135943129496
1725,0.5799144035720579
1727,0.27770061158481296
1728,0.2801210802624344
1729,0.31324144760509387
1731,0.2846520142241631
1732,0.39515296814240836
1733,0.8255093009109569
1734,0.36735649594311576
1735,0.3357653563608058
1736,0.29114799642664047
1737,0.5854837794930599
1739,0.19744417603421413
1740,0.17655823741549534
1744,0.18619350166804735
1745,0.2340105332169035
1746,0.48565179533798314
1747,0.31632649486205294
1749,0.27625237168295236
1751,0.27367299189748395
1752,0.4917517200079675
1753,0.5777084334887196
1754,0.3409363342553552
1755,0.6134970952169994
1756,0.19774374856304422
1757,0.24007555147563353
1758,0.8055598205301451
1760,0.3027400536163062
1761,0.38073702631694817
1762,0.37329273458501233
1763,0.31633061628081666
1764,0.3639151603636996
1766,0.7653712834224442
1767,0.7900777319163517
1768,0.4118575841431997
1770,0.12029005638264699
1771,0.2567380821967859
1772,0.4070782659798863
1774,0.548213033043033
1775,0.5401661984260082
1778,0.26640831494432576
1779,0.2273626613027584
1780,0.4657039895249861
1782,0.24873966262063013
1783,0.8043269321639103
1784,0.5019245697112444
1786,0.24267842422662766
1787,0.3752144916560595
1789,0.338741441228243
1790,0.6786795257706884
1792,0.7411351550733153
1794,0.35863760416967944
1797,0.8115285590775085
1798,0.4591362990385039
1799,0.27492312747266745
1800,0.18599014423720284
1801,0.47701124433812164
1802,0.3364666248548185
1803,0.4443238846068825
1804,0.24287122500175504
1805,0.43046580365953446
1807,0.2663168252697724
1809,0.25586543209888274
1812,0.4024343944592779
1813,0.45832236685490446
1814,0.3101877092649952
1815,0.67839898440976
1816,0.2604628836406007
1818,0.7898542565873178
1821,0.2986544535743993
1822,0.18866466185917402
1823,0.32404178318507193
1824,0.28611795736271106
1826,0.47523458007164376
1827,0.722766213506086
1829,0.5863497538864295
1830,0.17062331753813167
1833,0.39540453030940736
1834,0.37396365879203913
1835,0.624777347041781
1836,0.2809682901781279
1837,0.6384382912702129
1839,0.4552358133826769
1842,0.44198801805750254
1844,0.8929868980469686
1845,0.33357932657491207
1847,0.6123299942506198
1849,0.4259631744708166
1850,0.6061771795940402
1852,0.31291942756263846
1853,0.27430246081412674
1854,0.37453356962829193
1856,0.46686748861606636
1857,0.1617963806490333
1858,0.3107524981605757
1859,0.32361234190300653
1860,0.29617580981897706
1862,0.6197366466418657
1863,0.17354710389081712
1864,0.5294505197872349
1865,0.3342637136872391
1866,0.13762507216440004
1867,0.13734865311392064
1868,0.7682271284902811
1869,0.24676865768709214
1870,0.4837113906842303
1871,0.3536277335403121
1873,0.30844018321536754
1875,0.40951628154797687
1876,0.3981502551575799
1878,0.7350393815015931
1880,0.6810242775153248
1881,0.3561981799403832
1882,0.5176690683634227
1883,0.3975286443929952
1885,0.696105299395691
1886,0.7202226853633845
1888,0.38069304206065496
1890,0.22255544730037022
1892,0.2669811498211424
1893,0.7527324532074039
1898,0.2588555612997039
1900,0.08023496281331
1903,0.4239265421108377
1905,0.8275868162352723
1907,0.5167125843309086
1908,0.3544350281148695
1909,0.34189381844232625
1911,0.2195692536528926
1912,0.6288179107663872
1915,0.468471351874626
1916,0.42713056171545366
1918,0.42648733321417226
1922,0.2786541853175293
1924,0.2618481190750652
1927,0.519496274551843
1928,0.5757829613348229
1929,0.47320523505653594
1931,0.38766424448514963
1932,0.7343473586217198
1933,0.6181492307993746
1934,0.3382092302969943
1935,0.3515899224181938
1936,0.5691363448240244
1937,0.5648880355946672
1938,0.38558161860858475
1939,0.7846289718844499
1940,0.3056847220795943
1941,0.11725426901380456
1943,0.7371220875601935
1944,0.5827317233670372
1945,0.40950043745032383
1947,0.390976357658341
1948,0.7952837442241726
1949,0.4563609717278638
1950,0.1669923287270689
1951,0.18642687969784033
1952,0.48842659183205867
1954,0.3707486666371833
1955,0.26899826411537364
1956,0.3967816616083519
1960,0.3413346236143696
1961,0.4698867860343928
1962,0.5646534308849811
1965,0.21340491468321293
1966,0.15636259729635935
1967,0.75496688317784
1968,0.8277101414280039
1969,0.46207973008235315
1970,0.22181274259157754
1971,0.28011802122247853
1972,0.6682024302017389
1973,0.44859936033068065
1974,0.6684381438755661
1975,0.36422298745868453
1976,0.2594517779266839
1979,0.2188444523003336
1980,0.767718663943441
1981,0.3047915511349601
1982,0.3023576623626969
1985,0.39282536437738813
1986,0.3617000700541634
1987,0.3849974573653978
1989,0.20831624343457278
1992,0.6192154347073734
1993,0.5680560716030076
1994,0.3647180406158954
1995,0.258659144061495
1996,0.4243810576254241
1997,0.48892302234290363
1998,0.7495888901478851
1999,0.23124443249039175
2000,0.16767864637323943
2003,0.7527714442776572
2007,0.2787589548430657
2008,0.2754992447364675
2009,0.8301246881852262
2010,0.5787887571188616
2012,0.3661477481995828
2013,0.45105316061515843
2014,0.44977615681771094
2015,0.12429604383984105
2016,0.15582138403869727
2017,0.47410368929336705
2018,0.7379656003162922
2019,0.4342539806200809
2020,0.7169128523534816
2021,0.8020572575639314
2022,0.0640897653807913
2023,0.4232915661973111
2024,0.2762273456707567
2025,0.2509225726640744
2026,0.17032202524014084
2027,0.761722100528708
2031,0.08192262259466022
2032,0.41525239326604224
2034,0.20629145405264868
2035,0.301757493224132
2036,0.3725208104429717
2037,0.2101280379147302
2038,0.34835808523472306
2040,0.6361151833513472
2041,0.30707021289345116
2044,0.2377657585008634
2045,0.24825652465302467
2046,0.29932636784010375
2048,0.3579910487682682
2049,0.6721085463217394
2051,0.3004214734679163
2052,0.2744329842859895
2053,0.7107025846137129
2054,0.4159701198921249
2055,0.7395081552042045
2056,0.28164398615324004
2057,0.2553443625693777
2060,0.2660046420190331
2061,0.3761809370364844
2062,0.20224449910462391
2064,0.6862226763369211
2065,0.19035695941362468
2068,0.3761958607656272
